superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,denticola,1982,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,loescheii,1982,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oris,1982,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola,1982,established,"Olson, D. S., et al. ""A novel case of Raoultella planticola urinary tract infection."" Infection 41.1 (2013): 259-261."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,mucilaginosa ,1982,established,"Kaasch, A. J., G. Saxler, and H. Seifert. ""Septic arthritis due to Rothia mucilaginosa."" Infection 39.1 (2011): 81-82."
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,spiritivorum,1982,established,"Koh, Young Rae, et al. ""The first Korean case of Sphingobacterium spiritivorum bacteremia in a patient with acute myeloid leukemia."" Annals of laboratory medicine 33.4 (2013): 283-287."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,1982,established,"Doyuk, Elif, Oliver J. Ormerod, and Ian CJW Bowler. ""Native valve endocarditis due to Streptococcus vestibularis and Streptococcus oralis."" Journal of Infection 45.1 (2002): 39-41."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,ptyseos,1982,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,hollisae,1982,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,mimicus,1982,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,denitrificans,1983,established,"Sgrelli, Alessio, et al. ""Achromobacter denitrificans renal abscess."" New Microbiol 35.2 (2012): 245-247."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,hermannii,1983,established,"Dahl, Karen M., James Barry, and Roberta L. DeBiasi. ""Escherichia hermannii infection of a cephalohematoma: case report, review of the literature, and description of a novel invasive pathogen."" Clinical Infectious Diseases 35.9 (2002): e96-e98."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,trematum,1983,established,"Halim, Ilham, et al. ""Isolation of Bordetella trematum from bacteremia."" Annales de biologie clinique. Vol. 72. No. 5. 2014."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,casei,1983,established,"Brazzola, P., et al. ""Brevibacterium casei sepsis in an 18-year-old female with AIDS."" Journal of clinical microbiology 38.9 (2000): 3513-3514."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,neteri,1983,established,Taylor et al
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,periodontii,1983,established,Taylor et al
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,indologenes,1983,established,"Cascio, Antonio, et al. ""Chryseobacterium indologenes bacteraemia in a diabetic child."" Journal of medical microbiology 54.7 (2005): 677-680."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,1983,established,"Delaunay, E., C. Abat, and J-M. Rolain. ""Enterococcus cecorum human infection, France."" New microbes and new infections 7 (2015): 50-51."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,oakridgensis,1983,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,wadsworthii,1983,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,seeligeri,1983,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,welshimeri,1983,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,porcinum,1983,established,Taylor et al
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium,1983,established,"Lis, Rebecca, Ali Rowhani-Rahbar, and Lisa E. Manhart. ""Mycoplasma genitalium infection and female reproductive tract disease: a meta-analysis."" Clinical Infectious Diseases 61.3 (2015): 418-426."
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,lipofaciens,1983,putative,"Lierz, Michael, Andreas Jansen, and Hafez M. Hafez. ""Avian Mycoplasma lipofaciens transmission to veterinarian."" Emerging infectious diseases 14.7 (2008): 1161."
Bacteria,Tenericutes,Mollicutes,Mycoplasmoidales,Mycoplasmataceae,Mycoplasmoides,genitalium,1983,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,macacae,1983,established,"Yamamoto, Yasumasa, et al. ""Neisseria macacae bacteremia: report of two cases with a literature review."" BMC Infectious Diseases 20.1 (2020): 1-4."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,nova,1983,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,magnus,1983,established,"Pouedras, P., et al. ""Prosthetic valve endocarditis and paravalvular abscess caused by Peptostreptococcus magnus."" Clinical infectious diseases 15.1 (1992): 185-185."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,levii,1983,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,corporis,1983,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,veroralis,1983,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,penneri,1983,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,caprae,1983,established,"Vandenesch, Francois, et al. ""Identification and ribotypes of Staphylococcus caprae isolates isolated as human pathogens and from goat milk."" Journal of clinical microbiology 33.4 (1995): 888-892."
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,gallinarum,1983,established,"Yu, Daojun, et al. ""Staphylococcus gallinarum bacteremia in a patient with chronic hepatitis b virus infection."" Annals of Clinical & Laboratory Science 38.4 (2008): 401-404."
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,pectinovorum,1983,established,"Smibert, R. M., and J. A. Burmeister. ""Treponema pectinovorum sp. nov. isolated from humans with periodontitis."" International Journal of Systematic and Evolutionary Microbiology 33.4 (1983): 852-856."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,avium,1984,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,burgdorferi,1984,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,curvus,1984,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,lari,1984,established,Taylor et al
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,1984,established,"Garg, S., et al. ""Pyonephrosis due to Chryseobacterium gleum: a first case report."" Indian journal of medical microbiology 33.2 (2015): 311."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella,americana,1984,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Exiguobacterium,aurantiacum,1984,established,"Pitt, Tyrone L., et al. ""Characterisation of Exiguobacterium aurantiacum isolates from blood cultures of six patients."" Clinical microbiology and infection 13.9 (2007): 946-948."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,periodonticum,1984,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,1984,established,"Li, Wei-Kai, et al. ""Lactococcus garvieae endocarditis with initial presentation of acute cerebral infarction in a healthy immunocompetent man."" Internal Medicine 47.12 (2008): 1143-1146."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,feeleii,1984,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,sainthelensi,1984,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,ivanovii,1984,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,curtisii,1984,established,"Hill, D. A., et al. ""Severe sepsis caused by Mobiluncus curtisii subsp. curtisii in a previously healthy female: case report and review."" Journal of Infection 37.2 (1998): 194-196."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,mulieris,1984,putative,"Mayer, Jeanmarie, et al. ""Extragenital infection due to Mobiluncus mulieris: case report and review."" Diagnostic microbiology and infectious disease 20.3 (1994): 163-165."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,wisconsensis,1984,established,"Aller, A. I., et al. ""Isolation of Moellerella wisconsensis from blood culture from a patient with acute cholecystitis."" Clinical Microbiology and Infection 15.12 (2009): 1193-1194."
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,amylolyticus,1984,putative,"Wenzler, Eric, Kamal Kamboj, and Joan-Miquel Balada-Llasat. ""Severe sepsis secondary to persistent Lysinibacillus sphaericus, Lysinibacillus fusiformis and Paenibacillus amylolyticus bacteremia."" International Journal of Infectious Diseases 35 (2015): 93-95."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis,1984,established,Taylor et al
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,1984,putative,"Etienne, Nicolas, et al. ""Disseminated Spiroplasma apis infection in patient with agammaglobulinemia, France."" Emerging infectious diseases 24.12 (2018): 2382."
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,socranskii,1984,established,"Siqueira Jr, José F., and Isabela N. Rôças. ""Treponema socranskii in primary endodontic infections as detected by nested PCR."" Journal of endodontics 29.4 (2003): 244-247."
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,furnissii,1984,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,hominis,1985,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,cryaerophilus,1985,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,heparinolyticus,1985,established,"OKUDA, KATSUJI, et al. ""Bacteroides heparinolyticus sp. nov. isolated from humans with periodontitis."" International Journal of Systematic and Evolutionary Microbiology 35.4 (1985): 438-442."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Budvicia,aquatica,1985,putative,"Corbin, Angela, et al. ""Budvicia aquatica sepsis in an immunocompromised patient following exposure to the aftermath of Hurricane Katrina."" Journal of medical microbiology 56.8 (2007): 1124-1125."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hyointestinalis,1985,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,hirae,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,fergusonii,1985,established,"Savini, Vincenzo, et al. ""Multidrug-resistant Escherichia fergusonii: a case of acute cystitis."" Journal of clinical microbiology 46.4 (2008): 1551-1552."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,sulci,1985,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,alocis,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,anatis,1985,putative,"Aubin, Guillaume Ghislain, et al. ""Gallibacterium anatis bacteremia in a human."" Journal of clinical microbiology 51.11 (2013): 3897-3899."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,sputi,1985,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pylori,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,anisa,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,cherrii,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,hackeliae,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,maceachernii,1985,established,"Wilkinson, HAZEL W., et al. ""Fatal Legionella maceachernii pneumonia."" Journal of clinical microbiology 22.6 (1985): 1055."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,parisiensis,1985,putative,"Lo Presti, F., et al. ""The first clinical isolate of Legionella parisiensis, from a liver transplant patient with pneumonia."" Journal of Clinical Microbiology 35.7 (1997): 1706-1709."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,rubrilucens,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella,grimontii,1985,established,"Dalamaga, Maria, et al. ""Spontaneous peritonitis caused by Leminorella grimontii."" Diagnostic microbiology and infectious disease 56.1 (2006): 83-85."
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,pirum,1985,established,"Chen, Lusi, et al. ""Study of Mycoplasma pirum infection and related factors among male HIV/AIDS patients."" Zhonghua liu xing bing xue za zhi= Zhonghua liuxingbingxue zazhi 36.8 (2015): 825-828."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,canis,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,dagmatis,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,stomatis,1985,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,heparinolytica,1985,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oulora,1985,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,luteola,1985,established,"Casalta, Jean-Paul, et al. ""Prosthetic valve endocarditis caused by Pseudomonas luteola."" BMC infectious Diseases 5.1 (2005): 1-3."
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,oryzihabitans,1985,established,"Freney, J. E. A. N., et al. ""Postoperative infant septicemia caused by Pseudomonas luteola (CDC group Ve-1) and Pseudomonas oryzihabitans (CDC group Ve-2)."" Journal of Clinical Microbiology 26.6 (1988): 1241-1243."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,globerulus,1985,putative,"Cuello, Osvaldo H., et al. ""Rhodococcus globerulus keratitis after laser in situ keratomileusis."" Journal of Cataract & Refractive Surgery 28.12 (2002): 2235-2237."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,bongori,1985,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,equorum,1985,established,"Nováková, Dana, et al. ""Staphylococcus equorum and Staphylococcus succinus isolated from human clinical specimens."" Journal of medical microbiology 55.5 (2006): 523-528."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,alactolyticus,1985,established,"Cekmen, Nedim, et al. ""A rare case of bacterial infective endocarditis caused by Streptococcus alactolyticus."" Heart, Vessels and Transplantation 3.3 (2019): 109-113."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,porcinus,1985,established,"Facklam, R., et al. ""Identification of Streptococcus porcinus from human sources."" Journal of clinical microbiology 33.2 (1995): 385-388."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,maceachernii,1985,established,Taylor et al
